locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJMONHIK_01922	gene	777	yxlG			
KJMONHIK_01922	CDS	777	yxlG			putative transmembrane protein YxlG
KJMONHIK_01923	gene	888	yxlF			
KJMONHIK_01923	CDS	888	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
KJMONHIK_01924	gene	189	yxlE			
KJMONHIK_01924	CDS	189	yxlE			Negative regulatory protein YxlE
KJMONHIK_01925	gene	207	yxlD			
KJMONHIK_01925	CDS	207	yxlD			Negative regulatory protein YxlD
KJMONHIK_01926	gene	321	yxlC			
KJMONHIK_01926	CDS	321	yxlC			putative protein YxlC
KJMONHIK_01927	gene	537	sigY			
KJMONHIK_01927	CDS	537	sigY		COG1595	RNA polymerase sigma factor SigY
KJMONHIK_01928	gene	1371				
KJMONHIK_01928	CDS	1371				hypothetical protein
KJMONHIK_01929	gene	831	nnrD			
KJMONHIK_01929	CDS	831	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
KJMONHIK_01930	gene	1728				
KJMONHIK_01930	CDS	1728			COG1132	putative ABC transporter ATP-binding/permease protein
KJMONHIK_01931	gene	1704	cydD			
KJMONHIK_01931	CDS	1704	cydD		COG4988	ATP-binding/permease protein CydD
KJMONHIK_01932	gene	1017	cydB			
KJMONHIK_01932	CDS	1017	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
KJMONHIK_01933	gene	1407	cydA			
KJMONHIK_01933	CDS	1407	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
KJMONHIK_01934	gene	1353	cimH_2			
KJMONHIK_01934	CDS	1353	cimH_2		COG3493	Citrate/malate transporter
KJMONHIK_01935	gene	1488	htpX_3			
KJMONHIK_01935	CDS	1488	htpX_3	3.4.24.-		Protease HtpX
KJMONHIK_01936	gene	201				
KJMONHIK_01936	CDS	201				hypothetical protein
KJMONHIK_01937	gene	840	icaB			
KJMONHIK_01937	CDS	840	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
KJMONHIK_01938	gene	351	yjdB			
KJMONHIK_01938	CDS	351	yjdB		COG5492	putative protein YjdB
KJMONHIK_01939	gene	729				
KJMONHIK_01939	CDS	729				hypothetical protein
KJMONHIK_01940	gene	1098	msmX_2			
KJMONHIK_01940	CDS	1098	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
KJMONHIK_01941	gene	894	lrp			
KJMONHIK_01941	CDS	894	lrp			Leucine-rich protein
KJMONHIK_01942	gene	1458	aldY			
KJMONHIK_01942	CDS	1458	aldY	1.2.1.3	COG1012	Putative aldehyde dehydrogenase AldY
KJMONHIK_01943	gene	837				
KJMONHIK_01943	CDS	837				hypothetical protein
KJMONHIK_01944	gene	639	yxkC			
KJMONHIK_01944	CDS	639	yxkC			putative protein YxkC
KJMONHIK_01945	gene	1020	lnpD			
KJMONHIK_01945	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
KJMONHIK_01946	gene	1233	pepT_1			
KJMONHIK_01946	CDS	1233	pepT_1	3.4.11.4	COG2195	Peptidase T
KJMONHIK_01947	gene	171				
KJMONHIK_01947	CDS	171				hypothetical protein
KJMONHIK_01948	gene	489				
KJMONHIK_01948	CDS	489				hypothetical protein
KJMONHIK_01949	gene	1134	metE_2			
KJMONHIK_01949	CDS	1134	metE_2	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
KJMONHIK_01950	gene	1137	metE_3			
KJMONHIK_01950	CDS	1137	metE_3	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
KJMONHIK_01951	gene	774	bdhA_2			
KJMONHIK_01951	CDS	774	bdhA_2	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
KJMONHIK_01952	gene	657	scoB_1			
KJMONHIK_01952	CDS	657	scoB_1	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
KJMONHIK_01953	gene	717	scoA			
KJMONHIK_01953	CDS	717	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
KJMONHIK_01954	gene	1419				
KJMONHIK_01954	CDS	1419				hypothetical protein
KJMONHIK_01955	gene	861	rlmA			
KJMONHIK_01955	CDS	861	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
KJMONHIK_01956	gene	1194	nupG			
KJMONHIK_01956	CDS	1194	nupG		COG1972	Purine nucleoside transport protein NupG
KJMONHIK_01957	gene	672				
KJMONHIK_01957	CDS	672				hypothetical protein
KJMONHIK_01958	gene	291				
KJMONHIK_01958	CDS	291				hypothetical protein
KJMONHIK_01959	gene	2061	katE			
KJMONHIK_01959	CDS	2061	katE	1.11.1.6	COG0753	Catalase HPII
KJMONHIK_01960	gene	1281	citN			
KJMONHIK_01960	CDS	1281	citN		COG2851	Citrate transporter
KJMONHIK_01961	gene	585				
KJMONHIK_01961	CDS	585				hypothetical protein
KJMONHIK_01962	gene	1107				
KJMONHIK_01962	CDS	1107				hypothetical protein
KJMONHIK_01963	gene	1422	bglC_1			
KJMONHIK_01963	CDS	1422	bglC_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
KJMONHIK_01964	gene	1833	bglF_1			
KJMONHIK_01964	CDS	1833	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
KJMONHIK_01965	gene	834	licT			
KJMONHIK_01965	CDS	834	licT		COG3711	Transcription antiterminator LicT
KJMONHIK_01966	gene	681				
KJMONHIK_01966	CDS	681				hypothetical protein
KJMONHIK_01967	gene	1284				
KJMONHIK_01967	CDS	1284				hypothetical protein
KJMONHIK_01968	gene	1440	dbpA_1			
KJMONHIK_01968	CDS	1440	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
KJMONHIK_01969	gene	1149	yxiM			
KJMONHIK_01969	CDS	1149	yxiM	3.1.-.-	COG2755	putative esterase YxiM
KJMONHIK_01970	gene	336				
KJMONHIK_01970	CDS	336				hypothetical protein
KJMONHIK_01971	gene	540				
KJMONHIK_01971	CDS	540				hypothetical protein
KJMONHIK_01972	gene	438				
KJMONHIK_01972	CDS	438				hypothetical protein
KJMONHIK_01973	gene	351				
KJMONHIK_01973	CDS	351				hypothetical protein
KJMONHIK_01974	gene	453				
KJMONHIK_01974	CDS	453				hypothetical protein
KJMONHIK_01975	gene	297				
KJMONHIK_01975	CDS	297				hypothetical protein
KJMONHIK_01976	gene	330				
KJMONHIK_01976	CDS	330				hypothetical protein
KJMONHIK_01977	gene	483				
KJMONHIK_01977	CDS	483				hypothetical protein
KJMONHIK_01978	gene	759				
KJMONHIK_01978	CDS	759				hypothetical protein
KJMONHIK_01979	gene	492				
KJMONHIK_01979	CDS	492				hypothetical protein
KJMONHIK_01980	gene	576				
KJMONHIK_01980	CDS	576				hypothetical protein
KJMONHIK_01981	gene	213				
KJMONHIK_01981	CDS	213				hypothetical protein
KJMONHIK_01982	gene	870	wapI_1			
KJMONHIK_01982	CDS	870	wapI_1			Immunity protein WapI
KJMONHIK_01983	gene	378				
KJMONHIK_01983	CDS	378				hypothetical protein
KJMONHIK_01984	gene	432	wapI_2			
KJMONHIK_01984	CDS	432	wapI_2			Immunity protein WapI
KJMONHIK_01985	gene	462				
KJMONHIK_01985	CDS	462				hypothetical protein
KJMONHIK_01986	gene	171				
KJMONHIK_01986	CDS	171				hypothetical protein
KJMONHIK_01987	gene	306				
KJMONHIK_01987	CDS	306				hypothetical protein
KJMONHIK_01988	gene	369				
KJMONHIK_01988	CDS	369				hypothetical protein
KJMONHIK_01989	gene	849				
KJMONHIK_01989	CDS	849				hypothetical protein
KJMONHIK_01990	gene	7017	wapA			
KJMONHIK_01990	CDS	7017	wapA	3.1.-.-		tRNA3(Ser)-specific nuclease WapA
KJMONHIK_01991	gene	939				
KJMONHIK_01991	CDS	939				hypothetical protein
KJMONHIK_01992	gene	246				
KJMONHIK_01992	CDS	246				hypothetical protein
KJMONHIK_01993	gene	264				
KJMONHIK_01993	CDS	264				hypothetical protein
KJMONHIK_01994	gene	765				
KJMONHIK_01994	CDS	765				hypothetical protein
KJMONHIK_01995	gene	447	teaD			
KJMONHIK_01995	CDS	447	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
KJMONHIK_01996	gene	1410	bglH			
KJMONHIK_01996	CDS	1410	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
KJMONHIK_01997	gene	1839	bglF_2			
KJMONHIK_01997	CDS	1839	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
KJMONHIK_01998	gene	300				
KJMONHIK_01998	CDS	300				hypothetical protein
KJMONHIK_01999	gene	264				
KJMONHIK_01999	CDS	264				hypothetical protein
KJMONHIK_02000	gene	387				
KJMONHIK_02000	CDS	387				hypothetical protein
KJMONHIK_02001	gene	228				
KJMONHIK_02001	CDS	228				hypothetical protein
KJMONHIK_02002	gene	450				
KJMONHIK_02002	CDS	450				hypothetical protein
KJMONHIK_02003	gene	333				
KJMONHIK_02003	CDS	333				hypothetical protein
KJMONHIK_02004	gene	1605				
KJMONHIK_02004	CDS	1605				hypothetical protein
KJMONHIK_02005	gene	270				
KJMONHIK_02005	CDS	270				hypothetical protein
KJMONHIK_02006	gene	366				
KJMONHIK_02006	CDS	366				hypothetical protein
KJMONHIK_02007	gene	1419	abn2			
KJMONHIK_02007	CDS	1419	abn2	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 2
KJMONHIK_02008	gene	990	iolU_2			
KJMONHIK_02008	CDS	990	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
KJMONHIK_02009	gene	456	hutP			
KJMONHIK_02009	CDS	456	hutP			Hut operon positive regulatory protein
KJMONHIK_02010	gene	1527	hutH			
KJMONHIK_02010	CDS	1527	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
KJMONHIK_02011	gene	1659	hutU			
KJMONHIK_02011	CDS	1659	hutU	4.2.1.49	COG2987	Urocanate hydratase
KJMONHIK_02012	gene	1266	hutI			
KJMONHIK_02012	CDS	1266	hutI	3.5.2.7	COG1228	Imidazolonepropionase
KJMONHIK_02013	gene	957	hutG			
KJMONHIK_02013	CDS	957	hutG	3.5.3.8	COG0010	Formimidoylglutamase
KJMONHIK_02014	gene	1428	rocC_2			
KJMONHIK_02014	CDS	1428	rocC_2		COG0833	Amino-acid permease RocC
KJMONHIK_02015	gene	1302	pdp			
KJMONHIK_02015	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
KJMONHIK_02016	gene	1182	nupC			
KJMONHIK_02016	CDS	1182	nupC		COG1972	Nucleoside permease NupC
KJMONHIK_02017	gene	672	deoC			
KJMONHIK_02017	CDS	672	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
KJMONHIK_02018	gene	942	deoR			
KJMONHIK_02018	CDS	942	deoR		COG2390	Deoxyribonucleoside regulator
KJMONHIK_02019	gene	831				
KJMONHIK_02019	CDS	831				hypothetical protein
KJMONHIK_02020	gene	1110				
KJMONHIK_02020	CDS	1110				hypothetical protein
KJMONHIK_02021	gene	1338				
KJMONHIK_02021	CDS	1338				hypothetical protein
KJMONHIK_02022	gene	1143	scmP_1			
KJMONHIK_02022	CDS	1143	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
KJMONHIK_02023	gene	750	yxeO			
KJMONHIK_02023	CDS	750	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
KJMONHIK_02024	gene	675	yxeN			
KJMONHIK_02024	CDS	675	yxeN			putative amino-acid permease protein YxeN
KJMONHIK_02025	gene	795	yxeM			
KJMONHIK_02025	CDS	795	yxeM		COG0834	putative amino-acid-binding protein YxeM
KJMONHIK_02026	gene	498	scmL			
KJMONHIK_02026	CDS	498	scmL	2.3.1.-		S-(2-succino)cysteine N-acetyltransferase
KJMONHIK_02027	gene	1326	ntaA			
KJMONHIK_02027	CDS	1326	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
KJMONHIK_02028	gene	987	yxeI			
KJMONHIK_02028	CDS	987	yxeI		COG3049	putative protein YxeI
KJMONHIK_02029	gene	813	yidA			
KJMONHIK_02029	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
KJMONHIK_02030	gene	561				
KJMONHIK_02030	CDS	561				hypothetical protein
KJMONHIK_02031	gene	396	yxeF			
KJMONHIK_02031	CDS	396	yxeF			putative protein YxeF
KJMONHIK_02032	gene	366	yxeE			
KJMONHIK_02032	CDS	366	yxeE			putative protein YxeE
KJMONHIK_02033	gene	354				
KJMONHIK_02033	CDS	354				hypothetical protein
KJMONHIK_02034	gene	399				
KJMONHIK_02034	CDS	399				hypothetical protein
KJMONHIK_02035	gene	966	yxeB			
KJMONHIK_02035	CDS	966	yxeB		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
KJMONHIK_02036	gene	348	yxeA			
KJMONHIK_02036	CDS	348	yxeA		COG5294	putative protein YxeA
KJMONHIK_02037	gene	1869	yxdM_2			
KJMONHIK_02037	CDS	1869	yxdM_2			ABC transporter permease protein YxdM
KJMONHIK_02038	gene	774	yxdL_2			
KJMONHIK_02038	CDS	774	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
KJMONHIK_02039	gene	978	graS_2			
KJMONHIK_02039	CDS	978	graS_2	2.7.13.3		Sensor histidine kinase GraS
KJMONHIK_02040	gene	690	graR_2			
KJMONHIK_02040	CDS	690	graR_2		COG0745	Response regulator protein GraR
KJMONHIK_02041	gene	873	iolJ			
KJMONHIK_02041	CDS	873	iolJ	4.1.2.29	COG0191	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
KJMONHIK_02042	gene	837	iolI			
KJMONHIK_02042	CDS	837	iolI	5.3.99.11	COG1082	Inosose isomerase
KJMONHIK_02043	gene	870				
KJMONHIK_02043	CDS	870				hypothetical protein
KJMONHIK_02044	gene	1035	iolG_1			
KJMONHIK_02044	CDS	1035	iolG_1	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
KJMONHIK_02045	gene	1332	iolT_2			
KJMONHIK_02045	CDS	1332	iolT_2			Major myo-inositol transporter IolT
KJMONHIK_02046	gene	894	iolE			
KJMONHIK_02046	CDS	894	iolE	4.2.1.44	COG1082	Inosose dehydratase
KJMONHIK_02047	gene	1914	iolD			
KJMONHIK_02047	CDS	1914	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
KJMONHIK_02048	gene	978	iolC			
KJMONHIK_02048	CDS	978	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
KJMONHIK_02049	gene	816	iolB			
KJMONHIK_02049	CDS	816	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
KJMONHIK_02050	gene	1464	iolA			
KJMONHIK_02050	CDS	1464	iolA	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
KJMONHIK_02051	gene	756	srlR			
KJMONHIK_02051	CDS	756	srlR		COG1349	Glucitol operon repressor
KJMONHIK_02052	gene	933	iolS_1			
KJMONHIK_02052	CDS	933	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
KJMONHIK_02053	gene	651				
KJMONHIK_02053	CDS	651				hypothetical protein
KJMONHIK_02054	gene	309				
KJMONHIK_02054	CDS	309				hypothetical protein
KJMONHIK_02055	gene	1362	csbC_2			
KJMONHIK_02055	CDS	1362	csbC_2			putative metabolite transport protein CsbC
KJMONHIK_02056	gene	1881	htpG			
KJMONHIK_02056	CDS	1881	htpG		COG0326	Chaperone protein HtpG
KJMONHIK_02057	gene	237				
KJMONHIK_02057	CDS	237				hypothetical protein
KJMONHIK_02058	gene	822	bacC_2			
KJMONHIK_02058	CDS	822	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
KJMONHIK_02059	gene	168				
KJMONHIK_02059	CDS	168				hypothetical protein
KJMONHIK_02060	gene	1140	slmA			
KJMONHIK_02060	CDS	1140	slmA			Nucleoid occlusion factor SlmA
KJMONHIK_02061	gene	1338	alkH			
KJMONHIK_02061	CDS	1338	alkH	1.2.1.3		Aldehyde dehydrogenase
KJMONHIK_02062	gene	426				
KJMONHIK_02062	CDS	426				hypothetical protein
KJMONHIK_02063	gene	456				
KJMONHIK_02063	CDS	456				hypothetical protein
KJMONHIK_02064	gene	1209				
KJMONHIK_02064	CDS	1209				hypothetical protein
KJMONHIK_02065	gene	1014	qdoI			
KJMONHIK_02065	CDS	1014	qdoI	1.13.11.24	COG1917	Quercetin 2,3-dioxygenase
KJMONHIK_02066	gene	576	yxaF_1			
KJMONHIK_02066	CDS	576	yxaF_1			putative HTH-type transcriptional regulator YxaF
KJMONHIK_02067	gene	1065	hcaB_2			
KJMONHIK_02067	CDS	1065	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KJMONHIK_02068	gene	432				
KJMONHIK_02068	CDS	432				hypothetical protein
KJMONHIK_02069	gene	405	cidA_2			
KJMONHIK_02069	CDS	405	cidA_2			Holin-like protein CidA
KJMONHIK_02070	gene	693	cidB			
KJMONHIK_02070	CDS	693	cidB		COG1346	Holin-like protein CidB
KJMONHIK_02071	gene	1578	nhaG			
KJMONHIK_02071	CDS	1578	nhaG			Na(+)/H(+) antiporter NhaG
KJMONHIK_02072	gene	1032	yxaB			
KJMONHIK_02072	CDS	1032	yxaB	2.-.-.-	COG5039	General stress protein 30
KJMONHIK_02073	gene	1149	garK			
KJMONHIK_02073	CDS	1149	garK	2.7.1.165	COG1929	Glycerate 2-kinase
KJMONHIK_02074	gene	732	rspR_2			
KJMONHIK_02074	CDS	732	rspR_2		COG1802	HTH-type transcriptional repressor RspR
KJMONHIK_02075	gene	1542	xylB_2			
KJMONHIK_02075	CDS	1542	xylB_2	2.7.1.17	COG1070	Xylulose kinase
KJMONHIK_02076	gene	1347	gntT			
KJMONHIK_02076	CDS	1347	gntT		COG2610	High-affinity gluconate transporter
KJMONHIK_02077	gene	1407	gntZ			
KJMONHIK_02077	CDS	1407	gntZ	1.1.1.343	COG0362	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
KJMONHIK_02078	gene	564	ahpC_2			
KJMONHIK_02078	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KJMONHIK_02079	gene	1530	ahpF			
KJMONHIK_02079	CDS	1530	ahpF	1.6.99.3	COG3634	NADH dehydrogenase
KJMONHIK_02080	gene	1353				
KJMONHIK_02080	CDS	1353				hypothetical protein
KJMONHIK_02081	gene	1440	bglA			
KJMONHIK_02081	CDS	1440	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
KJMONHIK_02082	gene	1869	bglF_3			
KJMONHIK_02082	CDS	1869	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
KJMONHIK_02083	gene	711	yydK			
KJMONHIK_02083	CDS	711	yydK		COG2188	putative HTH-type transcriptional regulator YydK
KJMONHIK_02084	gene	171				
KJMONHIK_02084	CDS	171				hypothetical protein
KJMONHIK_02085	gene	1926	fbp			
KJMONHIK_02085	CDS	1926	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
KJMONHIK_02086	gene	1467				
KJMONHIK_02086	CDS	1467				hypothetical protein
KJMONHIK_02087	gene	666				
KJMONHIK_02087	CDS	666				hypothetical protein
KJMONHIK_02088	gene	1776				
KJMONHIK_02088	CDS	1776				hypothetical protein
KJMONHIK_02089	gene	3342				
KJMONHIK_02089	CDS	3342				hypothetical protein
KJMONHIK_02090	gene	2340				
KJMONHIK_02090	CDS	2340				hypothetical protein
KJMONHIK_02091	gene	480	rlmH			
KJMONHIK_02091	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
KJMONHIK_02092	gene	171				
KJMONHIK_02092	CDS	171				hypothetical protein
KJMONHIK_02093	gene	276				
KJMONHIK_02093	CDS	276				hypothetical protein
KJMONHIK_02094	gene	171				
KJMONHIK_02094	CDS	171				hypothetical protein
KJMONHIK_02095	gene	297				
KJMONHIK_02095	CDS	297				hypothetical protein
KJMONHIK_02096	gene	1158				
KJMONHIK_02096	CDS	1158				hypothetical protein
KJMONHIK_02097	gene	738				
KJMONHIK_02097	CDS	738				hypothetical protein
KJMONHIK_02098	gene	471	yycN_1			
KJMONHIK_02098	CDS	471	yycN_1	2.3.1.-	COG0454	putative N-acetyltransferase YycN
KJMONHIK_02099	gene	1098	rapG			
KJMONHIK_02099	CDS	1098	rapG	3.1.-.-		Response regulator aspartate phosphatase G
KJMONHIK_02100	gene	117				
KJMONHIK_02100	CDS	117				hypothetical protein
KJMONHIK_02101	gene	891	rocF			
KJMONHIK_02101	CDS	891	rocF	3.5.3.1	COG0010	Arginase
KJMONHIK_02102	gene	1464	rocE			
KJMONHIK_02102	CDS	1464	rocE		COG0833	Amino-acid permease RocE
KJMONHIK_02103	gene	1239	rocD			
KJMONHIK_02103	CDS	1239	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
KJMONHIK_02104	gene	1386	rocR			
KJMONHIK_02104	CDS	1386	rocR		COG3829	Arginine utilization regulatory protein RocR
KJMONHIK_02105	gene	303				
KJMONHIK_02105	CDS	303				hypothetical protein
KJMONHIK_02106	gene	1212	htrA_2			
KJMONHIK_02106	CDS	1212	htrA_2	3.4.21.107	COG0265	Serine protease Do-like HtrA
KJMONHIK_02107	gene	795	yycJ			
KJMONHIK_02107	CDS	795	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
KJMONHIK_02108	gene	843	yycI			
KJMONHIK_02108	CDS	843	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
KJMONHIK_02109	gene	1377	yycH			
KJMONHIK_02109	CDS	1377	yycH		COG4863	Two-component system WalR/WalK regulatory protein YycH
KJMONHIK_02110	gene	1836	walK			
KJMONHIK_02110	CDS	1836	walK	2.7.13.3		Sensor histidine kinase WalK
KJMONHIK_02111	gene	711	walR_2			
KJMONHIK_02111	CDS	711	walR_2		COG0745	Transcriptional regulatory protein WalR
KJMONHIK_02112	gene	74				
KJMONHIK_02112	tRNA	74				tRNA-Phe(gaa)
KJMONHIK_02113	gene	77				
KJMONHIK_02113	tRNA	77				tRNA-Asp(gtc)
KJMONHIK_02114	gene	72				
KJMONHIK_02114	tRNA	72				tRNA-Glu(ttc)
KJMONHIK_02115	gene	76				
KJMONHIK_02115	tRNA	76				tRNA-Lys(ttt)
KJMONHIK_02116	gene	1293	purA			
KJMONHIK_02116	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KJMONHIK_02117	gene	420	yycE			
KJMONHIK_02117	CDS	420	yycE			putative protein YycE
KJMONHIK_02118	gene	1365	dnaC			
KJMONHIK_02118	CDS	1365	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
KJMONHIK_02119	gene	204				
KJMONHIK_02119	CDS	204				hypothetical protein
KJMONHIK_02120	gene	204				
KJMONHIK_02120	CDS	204				hypothetical protein
KJMONHIK_02121	gene	144	yycC			
KJMONHIK_02121	CDS	144	yycC			putative protein YycC
KJMONHIK_02122	gene	1209	yycB			
KJMONHIK_02122	CDS	1209	yycB		COG2807	putative transporter YycB
KJMONHIK_02123	gene	2091				
KJMONHIK_02123	CDS	2091				hypothetical protein
KJMONHIK_02124	gene	450	rplI			
KJMONHIK_02124	CDS	450	rplI			50S ribosomal protein L9
KJMONHIK_02125	gene	1980	gdpP			
KJMONHIK_02125	CDS	1980	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
KJMONHIK_02126	gene	930				
KJMONHIK_02126	CDS	930				hypothetical protein
KJMONHIK_02127	gene	150				
KJMONHIK_02127	CDS	150				hypothetical protein
KJMONHIK_02128	gene	483	cotF			
KJMONHIK_02128	CDS	483	cotF		COG5577	Spore coat protein F
KJMONHIK_02129	gene	378	yybR			
KJMONHIK_02129	CDS	378	yybR		COG1733	putative HTH-type transcriptional regulator YybR
KJMONHIK_02130	gene	930	ppaC			
KJMONHIK_02130	CDS	930	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
KJMONHIK_02131	gene	447				
KJMONHIK_02131	CDS	447				hypothetical protein
KJMONHIK_02132	gene	111				
KJMONHIK_02132	CDS	111				hypothetical protein
KJMONHIK_02133	gene	1311	garP			
KJMONHIK_02133	CDS	1311	garP			putative galactarate transporter
KJMONHIK_02134	gene	801				
KJMONHIK_02134	CDS	801				hypothetical protein
KJMONHIK_02135	gene	1200	ynfM			
KJMONHIK_02135	CDS	1200	ynfM			Inner membrane transport protein YnfM
KJMONHIK_02136	gene	879	gltC_3			
KJMONHIK_02136	CDS	879	gltC_3			HTH-type transcriptional regulator GltC
KJMONHIK_02137	gene	444	yjcF_2			
KJMONHIK_02137	CDS	444	yjcF_2	2.3.1.-		putative N-acetyltransferase YjcF
KJMONHIK_02138	gene	480				
KJMONHIK_02138	CDS	480				hypothetical protein
KJMONHIK_02139	gene	663	gloB_1			
KJMONHIK_02139	CDS	663	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
KJMONHIK_02140	gene	291				
KJMONHIK_02140	CDS	291				hypothetical protein
KJMONHIK_02141	gene	918				
KJMONHIK_02141	CDS	918				hypothetical protein
KJMONHIK_02142	gene	453				
KJMONHIK_02142	CDS	453				hypothetical protein
KJMONHIK_02143	gene	447	yjcF_3			
KJMONHIK_02143	CDS	447	yjcF_3	2.3.1.-		putative N-acetyltransferase YjcF
KJMONHIK_02144	gene	591				
KJMONHIK_02144	CDS	591				hypothetical protein
KJMONHIK_02145	gene	2070				
KJMONHIK_02145	CDS	2070		5.1.3.11		Cellobiose 2-epimerase
KJMONHIK_02146	gene	924				
KJMONHIK_02146	CDS	924				hypothetical protein
KJMONHIK_02147	gene	1356	ydjE			
KJMONHIK_02147	CDS	1356	ydjE			Inner membrane metabolite transport protein YdjE
KJMONHIK_02148	gene	555	maa			
KJMONHIK_02148	CDS	555	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
KJMONHIK_02149	gene	381				
KJMONHIK_02149	CDS	381				hypothetical protein
KJMONHIK_02150	gene	936	ccpB_2			
KJMONHIK_02150	CDS	936	ccpB_2			Catabolite control protein B
KJMONHIK_02151	gene	759	exoA			
KJMONHIK_02151	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
KJMONHIK_02152	gene	240	rpsR			
KJMONHIK_02152	CDS	240	rpsR		COG0238	30S ribosomal protein S18
KJMONHIK_02153	gene	519	ssbA			
KJMONHIK_02153	CDS	519	ssbA		COG0629	Single-stranded DNA-binding protein A
KJMONHIK_02154	gene	288	rpsF			
KJMONHIK_02154	CDS	288	rpsF		COG0360	30S ribosomal protein S6
KJMONHIK_02155	gene	1101	ychF			
KJMONHIK_02155	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
KJMONHIK_02156	gene	2004	ynfF			
KJMONHIK_02156	CDS	2004	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
KJMONHIK_02157	gene	207				
KJMONHIK_02157	CDS	207				hypothetical protein
KJMONHIK_02158	gene	1017				
